clause_id,doc_id,document,regulation_type,year,pasal,ayat,huruf,angka,source_location,bab,bagian,paragraf,clause_text,word_count,segmentation_note,unit_text_before_atomic_split,is_substantive,non_substantive_reason,policy_theme,label_id,label_source,rule_keyword,confidence,review_flag,keyword_scores_json,weighted_hits_json,audit_note,technical_tariff_clause,technical_tariff_evidence,domain_markers,domain_marker_evidence,best_theme_candidate,best_theme_score,final_label_score,audit_label_consistent,second_theme_candidate,second_theme_score,score_margin,n_matched_keywords_best_theme,n_matched_keywords_all_themes,top_evidence_keywords,strong_evidence_keywords,weak_or_ambiguous_evidence_keywords,evidence_strength
C00524,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 4,3,b,,Pasal 4 ayat 3 huruf b,BAB I,,,"seluruhnya atau sebagian dibangun oleh Pemerintah Pusat atau pemerintah daerah, termasuk yang berasal dari hibah",15,huruf-level clause,"seluruhnya atau sebagian dibangun oleh Pemerintah Pusat atau pemerintah daerah, termasuk yang berasal dari hibah.",True,substantive_candidate,Governance and Institutional Responsibility,L5,weighted-rule-assisted,"pemerintah, pemerintah pusat, pemerintah daerah",0.706,False,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 2.2, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [{""keyword"": ""pemerintah"", ""weight"": 0.2}, {""keyword"": ""pemerintah pusat"", ""weight"": 1.0}, {""keyword"": ""pemerintah daerah"", ""weight"": 1.0}], ""Environmental Protection and Safety"": []}",weighted keyword rule,False,,,,Governance and Institutional Responsibility,2.2,2.2,True,Environmental Protection and Safety,0.0,2.2,3,3,"pemerintah pusat, pemerintah daerah, pemerintah",,pemerintah,strong_evidence
C00525,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 4,4,,,Pasal 4 ayat 4,BAB I,,,"Dalam melakukan pembelian Tenaga Listrik dari pembangkit Tenaga Listrik yang memanfaatkan sumber Energi Terbarukan sebagaimana dimaksud pada ayat (2), harus mengacu pada RUPTL",23,ayat-level clause,"Dalam melakukan pembelian Tenaga Listrik dari pembangkit Tenaga Listrik yang memanfaatkan sumber Energi Terbarukan sebagaimana dimaksud pada ayat (2), harus mengacu pada RUPTL.",True,substantive_candidate,Renewable and Sustainable Energy,L3,weighted-rule-assisted,"energi terbarukan, sumber energi terbarukan",0.765,False,"{""Energy Security"": 1.8, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 3.35, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 1.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [{""keyword"": ""tenaga listrik"", ""weight"": 0.45}, {""keyword"": ""pembangkit tenaga listrik"", ""weight"": 1.35}], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [{""keyword"": ""energi terbarukan"", ""weight"": 2.0}, {""keyword"": ""sumber energi terbarukan"", ""weight"": 1.35}], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [{""keyword"": ""ruptl"", ""weight"": 1.0}], ""Environmental Protection and Safety"": []}",weighted keyword rule,False,,renewable_power,renewable_power: energi terbarukan; pembangkit tenaga listrik yang memanfaatkan sumber energi terbarukan,Renewable and Sustainable Energy,3.35,3.35,True,Energy Security,1.8,1.55,2,5,"energi terbarukan, sumber energi terbarukan",energi terbarukan,,strong_evidence
C00526,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 4,5,,,Pasal 4 ayat 5,BAB I,,,Pembelian Tenaga Listrik dari PLTP sebagaimana dimaksud pada ayat (2) huruf a termasuk pembelian tenaga uap panas bumi setara listrik untuk PLTP,22,ayat-level clause,Pembelian Tenaga Listrik dari PLTP sebagaimana dimaksud pada ayat (2) huruf a termasuk pembelian tenaga uap panas bumi setara listrik untuk PLTP.,True,substantive_candidate,Renewable and Sustainable Energy,L3,weighted-rule-assisted,"panas bumi, tenaga uap panas bumi",0.599,False,"{""Energy Security"": 0.45, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 1.55, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [{""keyword"": ""tenaga listrik"", ""weight"": 0.45}], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [{""keyword"": ""panas bumi"", ""weight"": 0.35}, {""keyword"": ""tenaga uap panas bumi"", ""weight"": 1.2}], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",weighted keyword rule,False,,geothermal,geothermal: panas bumi; pltp,Renewable and Sustainable Energy,1.55,1.55,True,Energy Security,0.45,1.1,2,3,"tenaga uap panas bumi, panas bumi",,panas bumi,moderate_evidence
C00527,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 4,6,,,Pasal 4 ayat 6,BAB I,,,Pembelian Tenaga Listrik dari PLTS Fotovoltaik sebagaimana dimaksud pada ayat (2) huruf c termasuk pembelian Tenaga Listrik dari pembangkit listrik tenaga surya yang terapung,24,ayat-level clause,Pembelian Tenaga Listrik dari PLTS Fotovoltaik sebagaimana dimaksud pada ayat (2) huruf c termasuk pembelian Tenaga Listrik dari pembangkit listrik tenaga surya yang terapung. Umum,True,substantive_candidate,Renewable and Sustainable Energy,L3,weighted-rule-assisted,"tenaga surya, plts, pembangkit listrik tenaga surya",0.783,False,"{""Energy Security"": 1.45, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 3.35, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [{""keyword"": ""tenaga listrik"", ""weight"": 0.45}, {""keyword"": ""pembangkit listrik"", ""weight"": 1.0}], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [{""keyword"": ""tenaga surya"", ""weight"": 1.0}, {""keyword"": ""plts"", ""weight"": 1.0}, {""keyword"": ""pembangkit listrik tenaga surya"", ""weight"": 1.35}], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",weighted keyword rule,False,,renewable_power,renewable_power: plts,Renewable and Sustainable Energy,3.35,3.35,True,Energy Security,1.45,1.9,3,5,"pembangkit listrik tenaga surya, tenaga surya, plts",,,strong_evidence
C00528,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 5,1,,,Pasal 5 ayat 1,BAB II,Bagian Kesatu,,Harga pembelian Tenaga Listrik dari pembangkit Tenaga Listrik yang memanfaatkan sumber Energi Terbarukan oleh PT PLN (Persero) sebagaimana dimaksud dalam,20,ayat-level clause,Harga pembelian Tenaga Listrik dari pembangkit Tenaga Listrik yang memanfaatkan sumber Energi Terbarukan oleh PT PLN (Persero) sebagaimana dimaksud dalam,True,substantive_candidate,Renewable and Sustainable Energy,L3,weighted-rule-assisted,"energi terbarukan, sumber energi terbarukan",0.738,False,"{""Energy Security"": 1.8, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 3.35, ""Economic and Pricing Policy"": 2.35, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [{""keyword"": ""tenaga listrik"", ""weight"": 0.45}, {""keyword"": ""pembangkit tenaga listrik"", ""weight"": 1.35}], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [{""keyword"": ""energi terbarukan"", ""weight"": 2.0}, {""keyword"": ""sumber energi terbarukan"", ""weight"": 1.35}], ""Economic and Pricing Policy"": [{""keyword"": ""harga pembelian tenaga listrik"", ""weight"": 2.35}], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",weighted keyword rule,True,harga pembelian tenaga listrik,renewable_power; tariff_procurement,renewable_power: energi terbarukan; pembangkit tenaga listrik yang memanfaatkan sumber energi terbarukan | tariff_procurement: harga pembelian tenaga listrik,Renewable and Sustainable Energy,3.35,3.35,True,Economic and Pricing Policy,2.35,1.0,2,5,"energi terbarukan, sumber energi terbarukan",energi terbarukan,,strong_evidence
C00529,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 4,,,,Pasal 4,BAB II,Bagian Kesatu,,ayat (2) terdiri atas,4,article-level clause,ayat (2) terdiri atas:,True,substantive_candidate,Other/Needs Review,L0,needs-manual-review,,0.0,True,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",no keyword matched,False,,,,No reliable theme candidate,0.0,0.0,not_applicable,No reliable second candidate,0.0,0.0,0,0,,,,no_evidence
C00530,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 4,,a,,Pasal 4 huruf a,BAB II,Bagian Kesatu,,harga patokan tertinggi sebagaimana tercantum dalam Lampiran I yang merupakan bagian tidak terpisahkan dari Peraturan Presiden ini,17,huruf-level clause,harga patokan tertinggi sebagaimana tercantum dalam Lampiran I yang merupakan bagian tidak terpisahkan dari Peraturan Presiden ini; atau,True,substantive_candidate,Economic and Pricing Policy,L4,weighted-rule-assisted,harga patokan tertinggi,0.716,False,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 2.35, ""Governance and Institutional Responsibility"": 0.2, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [{""keyword"": ""harga patokan tertinggi"", ""weight"": 2.35}], ""Governance and Institutional Responsibility"": [{""keyword"": ""peraturan"", ""weight"": 0.2}], ""Environmental Protection and Safety"": []}",weighted keyword rule,True,harga patokan tertinggi,tariff_procurement,tariff_procurement: harga patokan tertinggi,Economic and Pricing Policy,2.35,2.35,True,Governance and Institutional Responsibility,0.2,2.15,1,2,harga patokan tertinggi,harga patokan tertinggi,,strong_evidence
C00531,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 4,,b,,Pasal 4 huruf b,BAB II,Bagian Kesatu,,"harga kesepakatan, dengan atau tanpa memperhitungkan faktor lokasi (F)",9,huruf-level clause,"harga kesepakatan, dengan atau tanpa memperhitungkan faktor lokasi (F).",True,substantive_candidate,Economic and Pricing Policy,L4,weighted-rule-assisted,"harga kesepakatan, faktor lokasi",0.68,False,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 2.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [{""keyword"": ""harga kesepakatan"", ""weight"": 1.0}, {""keyword"": ""faktor lokasi"", ""weight"": 1.0}], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",weighted keyword rule,True,harga kesepakatan; faktor lokasi,tariff_procurement,tariff_procurement: harga kesepakatan; faktor lokasi,Economic and Pricing Policy,2.0,2.0,True,Environmental Protection and Safety,0.0,2.0,2,2,"harga kesepakatan, faktor lokasi",,,strong_evidence
C00532,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 4,2,,,Pasal 4 ayat 2,BAB II,Bagian Kesatu,,Besaran angka faktor lokasi (F) sebagaimana dimaksud pada ayat (1) tercantum dalam Lampiran II yang merupakan bagian tidak terpisahkan dari Peraturan Presiden ini,23,ayat-level clause,Besaran angka faktor lokasi (F) sebagaimana dimaksud pada ayat (1) tercantum dalam Lampiran II yang merupakan bagian tidak terpisahkan dari Peraturan Presiden ini.,True,substantive_candidate,Economic and Pricing Policy,L4,weighted-rule-assisted,"faktor lokasi, angka faktor lokasi",0.716,False,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 2.35, ""Governance and Institutional Responsibility"": 0.2, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [{""keyword"": ""faktor lokasi"", ""weight"": 1.0}, {""keyword"": ""angka faktor lokasi"", ""weight"": 1.35}], ""Governance and Institutional Responsibility"": [{""keyword"": ""peraturan"", ""weight"": 0.2}], ""Environmental Protection and Safety"": []}",weighted keyword rule,True,faktor lokasi,tariff_procurement,tariff_procurement: faktor lokasi,Economic and Pricing Policy,2.35,2.35,True,Governance and Institutional Responsibility,0.2,2.15,2,3,"angka faktor lokasi, faktor lokasi",,,strong_evidence
C00533,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 4,3,,,Pasal 4 ayat 3,BAB II,Bagian Kesatu,,Harga pembelian Tenaga Listrik sebagaimana dimaksud pada ayat (1) merupakan harga yang digunakan dalam PJBL dan berlaku sejak COD,19,ayat-level clause,Harga pembelian Tenaga Listrik sebagaimana dimaksud pada ayat (1) merupakan harga yang digunakan dalam PJBL dan berlaku sejak COD.,True,substantive_candidate,Economic and Pricing Policy,L4,weighted-rule-assisted,"pjbl, harga pembelian tenaga listrik, cod",0.918,False,"{""Energy Security"": 0.45, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 4.35, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [{""keyword"": ""tenaga listrik"", ""weight"": 0.45}], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [{""keyword"": ""pjbl"", ""weight"": 1.0}, {""keyword"": ""harga pembelian tenaga listrik"", ""weight"": 2.35}, {""keyword"": ""cod"", ""weight"": 1.0}], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",weighted keyword rule,True,harga pembelian tenaga listrik; pjbl; cod,tariff_procurement,tariff_procurement: harga pembelian tenaga listrik; pjbl; cod,Economic and Pricing Policy,4.35,4.35,True,Energy Security,0.45,3.9,3,4,"harga pembelian tenaga listrik, pjbl, cod",harga pembelian tenaga listrik,,strong_evidence
C00534,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 4,4,,,Pasal 4 ayat 4,BAB II,Bagian Kesatu,,Harga pembelian Tenaga Listrik sebagaimana dimaksud pada ayat (1) huruf a akan dievaluasi setiap tahun sejak Peraturan Presiden ini mulai berlaku dengan mempertimbangkan rata-rata harga kontrak PT PLN (Persero) terbaru,31,ayat-level clause,Harga pembelian Tenaga Listrik sebagaimana dimaksud pada ayat (1) huruf a akan dievaluasi setiap tahun sejak Peraturan Presiden ini mulai berlaku dengan mempertimbangkan rata-rata harga kontrak PT PLN (Persero) terbaru.,True,substantive_candidate,Economic and Pricing Policy,L4,weighted-rule-assisted,harga pembelian tenaga listrik,0.703,False,"{""Energy Security"": 0.45, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 2.35, ""Governance and Institutional Responsibility"": 0.2, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [{""keyword"": ""tenaga listrik"", ""weight"": 0.45}], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [{""keyword"": ""harga pembelian tenaga listrik"", ""weight"": 2.35}], ""Governance and Institutional Responsibility"": [{""keyword"": ""peraturan"", ""weight"": 0.2}], ""Environmental Protection and Safety"": []}",weighted keyword rule,True,harga pembelian tenaga listrik,tariff_procurement,tariff_procurement: harga pembelian tenaga listrik,Economic and Pricing Policy,2.35,2.35,True,Energy Security,0.45,1.9,1,3,harga pembelian tenaga listrik,harga pembelian tenaga listrik,,strong_evidence
C00535,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 4,5,,,Pasal 4 ayat 5,BAB II,Bagian Kesatu,,Evaluasi harga pembelian Tenaga Listrik sebagaimana dimaksud pada ayat (4) dilakukan oleh Menteri berkoordinasi dengan menteri yang menyelenggarakan urusan pemerintahan di bidang keuangan negara dan menteri yang menyelenggarakan urusan pemerintahan di bidang badan usaha milik negara,36,ayat-level clause,Evaluasi harga pembelian Tenaga Listrik sebagaimana dimaksud pada ayat (4) dilakukan oleh Menteri berkoordinasi dengan menteri yang menyelenggarakan urusan pemerintahan di bidang keuangan negara dan menteri yang menyelenggarakan urusan pemerintahan di bidang badan usaha milik negara.,True,substantive_candidate,Economic and Pricing Policy,L4,weighted-rule-assisted,"badan usaha, harga pembelian tenaga listrik, evaluasi harga",0.769,False,"{""Energy Security"": 0.45, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 3.65, ""Governance and Institutional Responsibility"": 2.5, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [{""keyword"": ""tenaga listrik"", ""weight"": 0.45}], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [{""keyword"": ""badan usaha"", ""weight"": 0.3}, {""keyword"": ""harga pembelian tenaga listrik"", ""weight"": 2.35}, {""keyword"": ""evaluasi harga"", ""weight"": 1.0}], ""Governance and Institutional Responsibility"": [{""keyword"": ""menteri"", ""weight"": 0.2}, {""keyword"": ""urusan pemerintahan"", ""weight"": 1.0}, {""keyword"": ""badan usaha"", ""weight"": 0.3}, {""keyword"": ""evaluasi"", ""weight"": 1.0}], ""Environmental Protection and Safety"": []}",weighted keyword rule,True,harga pembelian tenaga listrik,tariff_procurement,tariff_procurement: harga pembelian tenaga listrik,Economic and Pricing Policy,3.65,3.65,True,Governance and Institutional Responsibility,2.5,1.15,3,8,"harga pembelian tenaga listrik, evaluasi harga, badan usaha",harga pembelian tenaga listrik,badan usaha,strong_evidence
C00536,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 4,6,,,Pasal 4 ayat 6,BAB II,Bagian Kesatu,,"Dalam hal evaluasi sebagaimana dimaksud pada ayat (5) mengakibatkan perubahan harga pembelian Tenaga Listrik sebagaimana tercantum dalam Lampiran I yang merupakan bagian tidak terpisahkan dari Peraturan Presiden ini, ketentuan mengenai perubahan harga pembelian Tenaga Listrik diatur dengan Peraturan Menteri",39,ayat-level clause,"Dalam hal evaluasi sebagaimana dimaksud pada ayat (5) mengakibatkan perubahan harga pembelian Tenaga Listrik sebagaimana tercantum dalam Lampiran I yang merupakan bagian tidak terpisahkan dari Peraturan Presiden ini, ketentuan mengenai perubahan harga pembelian Tenaga Listrik diatur dengan Peraturan Menteri.",True,substantive_candidate,Economic and Pricing Policy,L4,weighted-rule-assisted,harga pembelian tenaga listrik,0.63,False,"{""Energy Security"": 0.45, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 2.35, ""Governance and Institutional Responsibility"": 1.9, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [{""keyword"": ""tenaga listrik"", ""weight"": 0.45}], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [{""keyword"": ""harga pembelian tenaga listrik"", ""weight"": 2.35}], ""Governance and Institutional Responsibility"": [{""keyword"": ""menteri"", ""weight"": 0.2}, {""keyword"": ""peraturan"", ""weight"": 0.2}, {""keyword"": ""ketentuan"", ""weight"": 0.25}, {""keyword"": ""evaluasi"", ""weight"": 1.0}, {""keyword"": ""diatur"", ""weight"": 0.25}], ""Environmental Protection and Safety"": []}",weighted keyword rule,True,harga pembelian tenaga listrik,tariff_procurement,tariff_procurement: harga pembelian tenaga listrik,Economic and Pricing Policy,2.35,2.35,True,Governance and Institutional Responsibility,1.9,0.45,1,7,harga pembelian tenaga listrik,harga pembelian tenaga listrik,,strong_evidence
C00537,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 6,1,,,Pasal 6 ayat 1,BAB II,Bagian Kesatu,,Harga pembelian Tenaga Listrik berdasarkan harga patokan tertinggi sebagaimana dimaksud dalam Pasal 5 ayat (1) huruf a dilakukan dengan ketentuan,20,ayat-level clause,Harga pembelian Tenaga Listrik berdasarkan harga patokan tertinggi sebagaimana dimaksud dalam Pasal 5 ayat (1) huruf a dilakukan dengan ketentuan:,True,substantive_candidate,Economic and Pricing Policy,L4,weighted-rule-assisted,"harga patokan tertinggi, harga pembelian tenaga listrik",0.946,False,"{""Energy Security"": 0.45, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 4.7, ""Governance and Institutional Responsibility"": 0.25, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [{""keyword"": ""tenaga listrik"", ""weight"": 0.45}], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [{""keyword"": ""harga patokan tertinggi"", ""weight"": 2.35}, {""keyword"": ""harga pembelian tenaga listrik"", ""weight"": 2.35}], ""Governance and Institutional Responsibility"": [{""keyword"": ""ketentuan"", ""weight"": 0.25}], ""Environmental Protection and Safety"": []}",weighted keyword rule,True,harga patokan tertinggi; harga pembelian tenaga listrik,tariff_procurement,tariff_procurement: harga patokan tertinggi; harga pembelian tenaga listrik,Economic and Pricing Policy,4.7,4.7,True,Energy Security,0.45,4.25,2,4,"harga patokan tertinggi, harga pembelian tenaga listrik","harga patokan tertinggi, harga pembelian tenaga listrik",,strong_evidence
C00538,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 6,1,a,,Pasal 6 ayat 1 huruf a,BAB II,Bagian Kesatu,,negosiasi dengan batas atas berdasarkan harga patokan tertinggi sebagaimana tercantum dalam Lampiran I yang merupakan bagian tidak terpisahkan dari Peraturan Presiden ini,22,huruf-level clause,negosiasi dengan batas atas berdasarkan harga patokan tertinggi sebagaimana tercantum dalam Lampiran I yang merupakan bagian tidak terpisahkan dari Peraturan Presiden ini;,True,substantive_candidate,Economic and Pricing Policy,L4,weighted-rule-assisted,harga patokan tertinggi,0.716,False,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 2.35, ""Governance and Institutional Responsibility"": 0.2, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [{""keyword"": ""harga patokan tertinggi"", ""weight"": 2.35}], ""Governance and Institutional Responsibility"": [{""keyword"": ""peraturan"", ""weight"": 0.2}], ""Environmental Protection and Safety"": []}",weighted keyword rule,True,harga patokan tertinggi,tariff_procurement,tariff_procurement: harga patokan tertinggi,Economic and Pricing Policy,2.35,2.35,True,Governance and Institutional Responsibility,0.2,2.15,1,2,harga patokan tertinggi,harga patokan tertinggi,,strong_evidence
C00539,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 6,1,b,,Pasal 6 ayat 1 huruf b,BAB II,Bagian Kesatu,,tanpa eskalasi selama jangka waktu PJBL,6,huruf-level clause,tanpa eskalasi selama jangka waktu PJBL; dan,True,substantive_candidate,Economic and Pricing Policy,L4,weighted-rule-assisted,"pjbl, eskalasi",0.68,False,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 2.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [{""keyword"": ""pjbl"", ""weight"": 1.0}, {""keyword"": ""eskalasi"", ""weight"": 1.0}], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",weighted keyword rule,True,pjbl,tariff_procurement,tariff_procurement: pjbl,Economic and Pricing Policy,2.0,2.0,True,Environmental Protection and Safety,0.0,2.0,2,2,"pjbl, eskalasi",,,strong_evidence
C00540,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 6,1,c,,Pasal 6 ayat 1 huruf c,BAB II,Bagian Kesatu,,berlaku sebagai persetujuan harga dari Menteri,6,huruf-level clause,berlaku sebagai persetujuan harga dari Menteri.,True,substantive_candidate,Economic and Pricing Policy,L4,weighted-rule-assisted,persetujuan harga,0.62,False,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 2.0, ""Governance and Institutional Responsibility"": 1.2, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [{""keyword"": ""persetujuan harga"", ""weight"": 2.0}], ""Governance and Institutional Responsibility"": [{""keyword"": ""menteri"", ""weight"": 0.2}, {""keyword"": ""persetujuan"", ""weight"": 1.0}], ""Environmental Protection and Safety"": []}",weighted keyword rule,True,persetujuan harga,tariff_procurement,tariff_procurement: persetujuan harga,Economic and Pricing Policy,2.0,2.0,True,Governance and Institutional Responsibility,1.2,0.8,1,3,persetujuan harga,persetujuan harga,,strong_evidence
C00541,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 6,2,,,Pasal 6 ayat 2,BAB II,Bagian Kesatu,,"Harga pembelian Tenaga Listrik berdasarkan harga patokan tertinggi sebagaimana dimaksud dalam Pasal 5 ayat (1) huruf a untuk pembelian Tenaga Listrik dari PLTP, berlaku ketentuan sebagai berikut",27,ayat-level clause,"Harga pembelian Tenaga Listrik berdasarkan harga patokan tertinggi sebagaimana dimaksud dalam Pasal 5 ayat (1) huruf a untuk pembelian Tenaga Listrik dari PLTP, berlaku ketentuan sebagai berikut:",True,substantive_candidate,Economic and Pricing Policy,L4,weighted-rule-assisted,"harga patokan tertinggi, harga pembelian tenaga listrik",0.946,False,"{""Energy Security"": 0.45, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 4.7, ""Governance and Institutional Responsibility"": 0.25, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [{""keyword"": ""tenaga listrik"", ""weight"": 0.45}], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [{""keyword"": ""harga patokan tertinggi"", ""weight"": 2.35}, {""keyword"": ""harga pembelian tenaga listrik"", ""weight"": 2.35}], ""Governance and Institutional Responsibility"": [{""keyword"": ""ketentuan"", ""weight"": 0.25}], ""Environmental Protection and Safety"": []}",weighted keyword rule,True,harga patokan tertinggi; harga pembelian tenaga listrik,geothermal; tariff_procurement,geothermal: pltp | tariff_procurement: harga patokan tertinggi; harga pembelian tenaga listrik,Economic and Pricing Policy,4.7,4.7,True,Energy Security,0.45,4.25,2,4,"harga patokan tertinggi, harga pembelian tenaga listrik","harga patokan tertinggi, harga pembelian tenaga listrik",,strong_evidence
